9,1,1,0,3,1,7
2,1,1,0,2,0,3
0,0,2,0,1,0,2
1,0,0,0,1,1,2
2,0,1,1,1,1,0
0,19,8,1,4,5,17
24,33,24,10,11,12,65
75,92,19,31,24,6,204
96,98,21,38,20,8,247
59,74,23,27,12,3,188
36,23,9,6,8,1,83
23,27,10,5,6,6,65
13,45,8,1,19,1,68
21,35,12,4,9,0,55
18,42,4,9,7,1,60
17,44,5,6,4,5,55
42,54,14,9,7,0,68
57,66,22,18,9,2,113
33,54,12,22,19,8,127
30,46,24,8,16,18,121
32,62,19,16,43,8,115
50,27,13,20,50,6,128
44,6,8,6,16,3,82
20,1,5,1,4,5,32
