5,1,2,1,3,3,10
2,0,1,0,0,0,3
3,1,2,0,0,1,1
2,1,0,0,2,0,0
0,3,0,0,0,1,11
2,8,0,1,1,4,6
3,13,2,7,8,6,30
20,28,6,10,20,4,65
28,34,33,18,28,4,143
37,56,25,18,45,3,143
38,61,26,10,24,3,140
27,60,15,4,12,3,133
27,52,30,12,21,1,130
19,76,29,15,24,6,144
17,57,27,6,23,0,120
19,60,27,10,24,3,109
26,74,18,19,30,2,130
19,61,31,18,24,1,139
24,59,17,18,30,4,126
22,58,16,15,20,5,113
25,40,20,12,46,3,102
22,26,9,15,36,0,100
13,5,6,10,29,0,72
23,5,5,2,13,4,38
